City,Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
London,1908,Aquatics,Diving,"SPANGBERG, Arvid",SWE,Men,10m platform,M,Bronze
London,1908,Aquatics,Diving,"JOHANSSON, Hjalmar",SWE,Men,10m platform,M,Gold
London,1908,Aquatics,Diving,"MALMSTRÖM, Karl",SWE,Men,10m platform,M,Silver
London,1908,Aquatics,Diving,"GAIDZIK, George William",USA,Men,3m springboard,M,Bronze
London,1908,Aquatics,Diving,"WALZ, Gottlob",GER,Men,3m springboard,M,Bronze
London,1908,Aquatics,Diving,"ZÜRNER, Albert",GER,Men,3m springboard,M,Gold
London,1908,Aquatics,Diving,"BEHRENS, Kurt",GER,Men,3m springboard,M,Silver
London,1908,Aquatics,Swimming,"HARESNAPE, Herbert Nickall",GBR,Men,100m backstroke,M,Bronze
London,1908,Aquatics,Swimming,"BIEBERSTEIN, Arno",GER,Men,100m backstroke,M,Gold
London,1908,Aquatics,Swimming,"DAM, Hans Peter Ludwig",DEN,Men,100m backstroke,M,Silver
London,1908,Aquatics,Swimming,"JULIN, Harald S.A.",SWE,Men,100m freestyle,M,Bronze
London,1908,Aquatics,Swimming,"DANIELS, Charles",USA,Men,100m freestyle,M,Gold
London,1908,Aquatics,Swimming,"HALMAY, Zoltan",HUN,Men,100m freestyle,M,Silver
London,1908,Aquatics,Swimming,"BEAUREPAIRE, Frank E.",ANZ,Men,1500m freestyle,M,Bronze
London,1908,Aquatics,Swimming,"TAYLOR, Henry",GBR,Men,1500m freestyle,M,Gold
London,1908,Aquatics,Swimming,"BATTERSBY, Thomas Sidney",GBR,Men,1500m freestyle,M,Silver
London,1908,Aquatics,Swimming,"HANSSON, Pontus",SWE,Men,200m breaststroke,M,Bronze
London,1908,Aquatics,Swimming,"HOLMAN, Frederick",GBR,Men,200m breaststroke,M,Gold
London,1908,Aquatics,Swimming,"ROBINSON, William Walter",GBR,Men,200m breaststroke,M,Silver
London,1908,Aquatics,Swimming,"SCHEFF, Otto",AUT,Men,400m freestyle,M,Bronze
London,1908,Aquatics,Swimming,"TAYLOR, Henry",GBR,Men,400m freestyle,M,Gold
London,1908,Aquatics,Swimming,"BEAUREPAIRE, Frank E.",ANZ,Men,400m freestyle,M,Silver
London,1908,Aquatics,Swimming,"DANIELS, Charles",USA,Men,4x200m freestyle relay,M,Bronze
London,1908,Aquatics,Swimming,"GOODWIN, Leo Budd",USA,Men,4x200m freestyle relay,M,Bronze
London,1908,Aquatics,Swimming,"HEBNER, Harry J.",USA,Men,4x200m freestyle relay,M,Bronze
London,1908,Aquatics,Swimming,"RICH, Leslie George",USA,Men,4x200m freestyle relay,M,Bronze
London,1908,Aquatics,Swimming,"DERBYSHIRE, John Henry",GBR,Men,4x200m freestyle relay,M,Gold
London,1908,Aquatics,Swimming,"FOSTER, William",GBR,Men,4x200m freestyle relay,M,Gold
London,1908,Aquatics,Swimming,"RADMILOVIC, Paul",GBR,Men,4x200m freestyle relay,M,Gold
London,1908,Aquatics,Swimming,"TAYLOR, Henry",GBR,Men,4x200m freestyle relay,M,Gold
London,1908,Aquatics,Swimming,"HALMAY, Zoltan",HUN,Men,4x200m freestyle relay,M,Silver
London,1908,Aquatics,Swimming,"LAS TORRES, Béla",HUN,Men,4x200m freestyle relay,M,Silver
London,1908,Aquatics,Swimming,"MUNK, Jozsef",HUN,Men,4x200m freestyle relay,M,Silver
London,1908,Aquatics,Swimming,"ZACHAR, Imre",HUN,Men,4x200m freestyle relay,M,Silver
London,1908,Aquatics,Water polo,"CORNET, George Thomson",GBR,Men,water polo,M,Gold
London,1908,Aquatics,Water polo,"FORSYTH, Charles Eric",GBR,Men,water polo,M,Gold
London,1908,Aquatics,Water polo,"NEVINSON, George Wilfrid",GBR,Men,water polo,M,Gold
London,1908,Aquatics,Water polo,"RADMILOVIC, Paul",GBR,Men,water polo,M,Gold
London,1908,Aquatics,Water polo,"SMITH, Charles Sydney",GBR,Men,water polo,M,Gold
London,1908,Aquatics,Water polo,"THOULD, Thomas Henry",GBR,Men,water polo,M,Gold
London,1908,Aquatics,Water polo,"WILKINSON, George",GBR,Men,water polo,M,Gold
London,1908,Aquatics,Water polo,"BOIN, Victor",BEL,Men,water polo,M,Silver
London,1908,Aquatics,Water polo,"DONNERS, Hermann",BEL,Men,water polo,M,Silver
London,1908,Aquatics,Water polo,"FEYAERTS, Fernand",BEL,Men,water polo,M,Silver
London,1908,Aquatics,Water polo,"GREGOIRE, Oscar",BEL,Men,water polo,M,Silver
London,1908,Aquatics,Water polo,"MEYBOOM, Herman",BEL,Men,water polo,M,Silver
London,1908,Aquatics,Water polo,"MICHANT, Albert",BEL,Men,water polo,M,Silver
London,1908,Aquatics,Water polo,"PLETINCX, Joseph",BEL,Men,water polo,M,Silver
London,1908,Archery,Archery,"CABARET, Gustave",FRA,Men,continental style 50m,M,Bronze
London,1908,Archery,Archery,"GRISOT, EugÃ¨ne G.",FRA,Men,continental style 50m,M,Gold
London,1908,Archery,Archery,"VERNET, Louis",FRA,Men,continental style 50m,M,Silver
London,1908,Archery,Archery,"HILL-LOWE, Beatrice Geraldine",GBR,Women,national round (60y - 50y),W,Bronze
London,1908,Archery,Archery,"NEWALL, Sybil Fenton Quenni",GBR,Women,national round (60y - 50y),W,Gold
London,1908,Archery,Archery,"DOD, Charlotte",GBR,Women,national round (60y - 50y),W,Silver
London,1908,Archery,Archery,"RICHARDSON, Henry Barber",USA,Men,york round (100y - 80y - 60y),M,Bronze
London,1908,Archery,Archery,"DOD, William",GBR,Men,york round (100y - 80y - 60y),M,Gold
London,1908,Archery,Archery,"BROOKS-KING, Reginald B.",GBR,Men,york round (100y - 80y - 60y),M,Silver
London,1908,Athletics,Athletics,"KERR, Robert",CAN,Men,100m,M,Bronze
London,1908,Athletics,Athletics,"WALKER, Reginald",RSA,Men,100m,M,Gold
London,1908,Athletics,Athletics,"RECTOR, James",USA,Men,100m,M,Silver
