City,Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
Tokyo,1964,Aquatics,Diving,"GOMPF, Thomas Eugen",USA,Men,10m platform,M,Bronze
Tokyo,1964,Aquatics,Diving,"WEBSTER, Robert David",USA,Men,10m platform,M,Gold
Tokyo,1964,Aquatics,Diving,"DIBIASI, Klaus",ITA,Men,10m platform,M,Silver
Tokyo,1964,Aquatics,Diving,"ALEKSEEVA, Galina",URS,Women,10m platform,W,Bronze
Tokyo,1964,Aquatics,Diving,"BUSH, Lesley Leigh",USA,Women,10m platform,W,Gold
Tokyo,1964,Aquatics,Diving,"KRÄMER-ENGEL-GULBIN, Ingrid",EUA,Women,10m platform,W,Silver
Tokyo,1964,Aquatics,Diving,"ANDREASEN, Lawrence Edwin",USA,Men,3m springboard,M,Bronze
Tokyo,1964,Aquatics,Diving,"SITZBERGER, Kenneth Robert",USA,Men,3m springboard,M,Gold
Tokyo,1964,Aquatics,Diving,"GORMAN, Francis Xavier",USA,Men,3m springboard,M,Silver
Tokyo,1964,Aquatics,Diving,"WILLARD, Mary Patricia",USA,Women,3m springboard,W,Bronze
Tokyo,1964,Aquatics,Diving,"KRÄMER-ENGEL-GULBIN, Ingrid",EUA,Women,3m springboard,W,Gold
Tokyo,1964,Aquatics,Diving,"COLLIER, Jeanne Ellen",USA,Women,3m springboard,W,Silver
Tokyo,1964,Aquatics,Swimming,"DUENKEL, Virginia Ruth",USA,Women,100m backstroke,W,Bronze
Tokyo,1964,Aquatics,Swimming,"FERGUSON, Kathleen Jean",USA,Women,100m backstroke,W,Gold
Tokyo,1964,Aquatics,Swimming,"CARON, Christine (Kiki)",FRA,Women,100m backstroke,W,Silver
Tokyo,1964,Aquatics,Swimming,"ELLIS, Kathleen",USA,Women,100m butterfly,W,Bronze
Tokyo,1964,Aquatics,Swimming,"STOUDER, Sharon Marie",USA,Women,100m butterfly,W,Gold
Tokyo,1964,Aquatics,Swimming,"KOK, Aagje Ada",NED,Women,100m butterfly,W,Silver
Tokyo,1964,Aquatics,Swimming,"KLEIN, Hans-Joachim",EUA,Men,100m freestyle,M,Bronze
Tokyo,1964,Aquatics,Swimming,"SCHOLLANDER, Donald Arthur",USA,Men,100m freestyle,M,Gold
Tokyo,1964,Aquatics,Swimming,"MCGREGOR, Robert Bilsland",GBR,Men,100m freestyle,M,Silver
Tokyo,1964,Aquatics,Swimming,"ELLIS, Kathleen",USA,Women,100m freestyle,W,Bronze
Tokyo,1964,Aquatics,Swimming,"FRASER, Dawn",AUS,Women,100m freestyle,W,Gold
Tokyo,1964,Aquatics,Swimming,"STOUDER, Sharon Marie",USA,Women,100m freestyle,W,Silver
Tokyo,1964,Aquatics,Swimming,"WOOD, Allan",AUS,Men,1500m freestyle,M,Bronze
Tokyo,1964,Aquatics,Swimming,"WINDLE, Robert George",AUS,Men,1500m freestyle,M,Gold
Tokyo,1964,Aquatics,Swimming,"NELSON, John Mauer",USA,Men,1500m freestyle,M,Silver
Tokyo,1964,Aquatics,Swimming,"BENNETT, Robert Earl",USA,Men,200m backstroke,M,Bronze
Tokyo,1964,Aquatics,Swimming,"GRAEF, Jedward Richard",USA,Men,200m backstroke,M,Gold
Tokyo,1964,Aquatics,Swimming,"DILLEY, Gary J.",USA,Men,200m backstroke,M,Silver
Tokyo,1964,Aquatics,Swimming,"JASTREMSKI, Chester Andrew",USA,Men,200m breaststroke,M,Bronze
Tokyo,1964,Aquatics,Swimming,"O'BRIEN, Lawrence Ian",AUS,Men,200m breaststroke,M,Gold
Tokyo,1964,Aquatics,Swimming,"PROKOPENKO, Georgi",URS,Men,200m breaststroke,M,Silver
Tokyo,1964,Aquatics,Swimming,"BABANINA, Svetlana",URS,Women,200m breaststroke,W,Bronze
Tokyo,1964,Aquatics,Swimming,"PROZUMENSCHIKOVA-STEPANOVA, Galina",URS,Women,200m breaststroke,W,Gold
Tokyo,1964,Aquatics,Swimming,"KOLB, Claudia Anne",USA,Women,200m breaststroke,W,Silver
Tokyo,1964,Aquatics,Swimming,"SCHMIDT, Frederick Weber",USA,Men,200m butterfly,M,Bronze
Tokyo,1964,Aquatics,Swimming,"BERRY, Kevin John",AUS,Men,200m butterfly,M,Gold
Tokyo,1964,Aquatics,Swimming,"ROBIE, Carl Joseph III",USA,Men,200m butterfly,M,Silver
Tokyo,1964,Aquatics,Swimming,"WOOD, Allan",AUS,Men,400m freestyle,M,Bronze
Tokyo,1964,Aquatics,Swimming,"SCHOLLANDER, Donald Arthur",USA,Men,400m freestyle,M,Gold
Tokyo,1964,Aquatics,Swimming,"WIEGAND, Frank",EUA,Men,400m freestyle,M,Silver
Tokyo,1964,Aquatics,Swimming,"STICKLES, Therese Lee",USA,Women,400m freestyle,W,Bronze
Tokyo,1964,Aquatics,Swimming,"DUENKEL, Virginia Ruth",USA,Women,400m freestyle,W,Gold
Tokyo,1964,Aquatics,Swimming,"RAMENOFSKY, Marilyn",USA,Women,400m freestyle,W,Silver
Tokyo,1964,Aquatics,Swimming,"HETZ, Gerhard",EUA,Men,400m individual medley,M,Bronze
Tokyo,1964,Aquatics,Swimming,"ROTH, Richard William",USA,Men,400m individual medley,M,Gold
Tokyo,1964,Aquatics,Swimming,"SAARI, Roy Allen",USA,Men,400m individual medley,M,Silver
Tokyo,1964,Aquatics,Swimming,"RANDALL, Martha Irene",USA,Women,400m individual medley,W,Bronze
Tokyo,1964,Aquatics,Swimming,"DE VARONA, Donna Elizabeth",USA,Women,400m individual medley,W,Gold
Tokyo,1964,Aquatics,Swimming,"FINNERAN, Sharon Evans",USA,Women,400m individual medley,W,Silver
Tokyo,1964,Aquatics,Swimming,"DICKSON, David Gavin",AUS,Men,4x100m freestyle relay,M,Bronze
Tokyo,1964,Aquatics,Swimming,"DOAK, Peter John",AUS,Men,4x100m freestyle relay,M,Bronze
Tokyo,1964,Aquatics,Swimming,"RYAN, John",AUS,Men,4x100m freestyle relay,M,Bronze
Tokyo,1964,Aquatics,Swimming,"WINDLE, Robert George",AUS,Men,4x100m freestyle relay,M,Bronze
Tokyo,1964,Aquatics,Swimming,"AUSTIN, Michael Mackay",USA,Men,4x100m freestyle relay,M,Gold
Tokyo,1964,Aquatics,Swimming,"CLARK, Stephen Edward",USA,Men,4x100m freestyle relay,M,Gold
Tokyo,1964,Aquatics,Swimming,"ILMAN, Gary Steven",USA,Men,4x100m freestyle relay,M,Gold
Tokyo,1964,Aquatics,Swimming,"SCHOLLANDER, Donald Arthur",USA,Men,4x100m freestyle relay,M,Gold
Tokyo,1964,Aquatics,Swimming,"JACOBSEN, Uwe",EUA,Men,4x100m freestyle relay,M,Silver
Tokyo,1964,Aquatics,Swimming,"KLEIN, Hans-Joachim",EUA,Men,4x100m freestyle relay,M,Silver
Tokyo,1964,Aquatics,Swimming,"LÖFFLER, Horst",EUA,Men,4x100m freestyle relay,M,Silver
Tokyo,1964,Aquatics,Swimming,"WIEGAND, Frank",EUA,Men,4x100m freestyle relay,M,Silver
Tokyo,1964,Aquatics,Swimming,"BEUMER, Catharina Johanna",NED,Women,4x100m freestyle relay,W,Bronze
Tokyo,1964,Aquatics,Swimming,"TERPSTRA, Erica Georgine",NED,Women,4x100m freestyle relay,W,Bronze
Tokyo,1964,Aquatics,Swimming,"VAN DER WILDT, Paulina",NED,Women,4x100m freestyle relay,W,Bronze
Tokyo,1964,Aquatics,Swimming,"VAN WEERDENBURG, Wilhelmina",NED,Women,4x100m freestyle relay,W,Bronze
Tokyo,1964,Aquatics,Swimming,"DE VARONA, Donna Elizabeth",USA,Women,4x100m freestyle relay,W,Gold
